submission_date,state,tot_cases
8/30/2020,Colorado,57223
8/25/2020,California,673095
8/26/2020,Illinois,227044
6/30/2020,Arizona,79215
8/27/2020,Washington,72703
4/12/2020,North Dakota,308
11/2/2020,Nebraska,72620
10/18/2020,Minnesota,124439
3/5/2020,Minnesota,0
5/29/2020,Michigan,56621
9/10/2020,Mississippi,89175
2/20/2020,Washington,1
2/17/2020,Oregon,0
7/21/2020,Indiana,57916
12/18/2020,,4
7/3/2020,Connecticut,46717
11/22/2020,Minnesota,270157
1/23/2020,Pennsylvania,0
6/3/2020,Oregon,4399
10/24/2020,Kentucky,95480
12/22/2020,Connecticut,168960
12/11/2020,,4
2/9/2020,Pennsylvania,0
5/20/2020,Pennsylvania,64412
7/29/2020,Massachusetts,116684
6/10/2020,Alabama,22000
2/2/2020,Tennessee,0
10/27/2020,Tennessee,251774
1/14/2021,Minnesota,441935
7/18/2020,Michigan,81338
6/21/2020,,214247
5/19/2020,Pennsylvania,63936
5/27/2020,Iowa,18357
2/7/2020,Colorado,0
9/18/2020,Oklahoma,81552
10/18/2020,New Mexico,36788
4/19/2020,,0
1/15/2021,Kentucky,321270
11/4/2020,Massachusetts,168833
7/15/2020,Nevada,30673
10/18/2020,Colorado,85302
10/10/2020,Arizona,224978
4/27/2020,Tennessee,9952
7/7/2020,Kentucky,17519
11/22/2020,Arkansas,145173
6/29/2020,Idaho,5752
7/5/2020,,0
11/28/2020,Idaho,99660
3/22/2020,California,1709
6/3/2020,Massachusetts,101592
1/27/2020,Pennsylvania,0
7/5/2020,Alabama,44909
12/18/2020,Arizona,442671
7/21/2020,Mississippi,47071
11/5/2020,Pennsylvania,220566
1/17/2021,Louisiana,368980
4/10/2020,Indiana,6907
12/24/2020,New York,494968
10/27/2020,Minnesota,137536
10/31/2020,Georgia,388993
11/19/2020,Maryland,177086
2/19/2020,New Mexico,0
6/16/2020,,6003
3/14/2020,North Dakota,1
5/10/2020,Washington,16891
3/10/2020,Connecticut,2
8/12/2020,Idaho,26133
1/27/2020,Illinois,1
1/2/2021,Washington,246752
10/4/2020,Arkansas,87013
12/2/2020,Mississippi,159036
6/8/2020,Indiana,37623
2/4/2020,New Mexico,0
1/3/2021,California,2391261
10/3/2020,Washington,89419
9/2/2020,North Dakota,12629
4/17/2020,Iowa,2332
7/12/2020,Indiana,51612
7/27/2020,Mississippi,52957
5/1/2020,Arizona,7962
8/1/2020,Oklahoma,40418
1/11/2021,Kentucky,305707
7/24/2020,Oregon,16104
1/23/2020,Alabama,0
2/9/2020,Connecticut,0
11/28/2020,,314790
10/12/2020,,0
6/9/2020,West Virginia,2179
5/15/2020,Nevada,6629
3/30/2020,Virginia,1020
7/23/2020,Alabama,74344
2/12/2020,Illinois,2
5/17/2020,New Mexico,5938
9/18/2020,Indiana,109683
6/3/2020,Connecticut,43091
11/26/2020,Arkansas,152625
8/23/2020,Louisiana,142943
4/1/2020,Nebraska,214
12/22/2020,Arkansas,205048
7/23/2020,Texas,361125
12/31/2020,Iowa,280669
4/25/2020,Arizona,6280
3/5/2020,West Virginia,0
7/3/2020,,218165
5/22/2020,Colorado,23455
3/3/2020,Massachusetts,2
9/15/2020,,0
11/11/2020,Alabama,208637
12/3/2020,Illinois,759562
8/16/2020,Connecticut,50897
4/8/2020,Georgia,10080
1/17/2021,New York,712961
5/11/2020,California,67939
1/11/2021,,3
3/21/2020,Minnesota,137
3/31/2020,Indiana,2159
5/18/2020,Michigan,51915
8/30/2020,North Dakota,11816
11/9/2020,Georgia,406904
11/20/2020,,3
11/7/2020,California,956957
10/21/2020,Minnesota,126591
5/5/2020,,171723
1/5/2021,Minnesota,425261
11/6/2020,Ohio,240178
8/26/2020,Florida,602113
12/8/2020,Nevada,173281
7/3/2020,Massachusetts,109628
5/7/2020,Washington,16231
7/9/2020,,0
2/26/2020,North Dakota,0
1/24/2021,Michigan,596746
1/6/2021,Ohio,742817
12/13/2020,Pennsylvania,491802
1/14/2021,Massachusetts,443193
10/2/2020,Alabama,156698
6/14/2020,Nevada,11173
4/12/2020,,0
4/17/2020,Nevada,3524
6/11/2020,Florida,67456
2/29/2020,Massachusetts,1
8/22/2020,North Dakota,9876
1/28/2020,Colorado,0
7/13/2020,New Mexico,15291
8/19/2020,Georgia,251224
3/7/2020,Colorado,8
10/6/2020,Connecticut,59241
5/4/2020,Massachusetts,69087
12/2/2020,Connecticut,121426
5/3/2020,Mississippi,7877
8/4/2020,Wisconsin,60171
8/30/2020,Iowa,64208
8/8/2020,New York,192761
8/9/2020,Arkansas,49383
12/31/2020,Texas,1756172
10/22/2020,Illinois,363746
2/25/2020,Arkansas,0
3/6/2020,California,56
7/9/2020,Texas,230346
9/30/2020,Indiana,120019
2/20/2020,Arizona,1
12/28/2020,Mississippi,210032
10/2/2020,Wyoming,6214
9/6/2020,Michigan,117191
8/16/2020,New York,195285
5/30/2020,Texas,62338
9/5/2020,Wyoming,4006
6/1/2020,South Carolina,12148
5/22/2020,Oklahoma,5503
3/11/2020,West Virginia,0
5/15/2020,,187848
3/5/2020,Illinois,5
10/11/2020,Nevada,85871
12/16/2020,Connecticut,157781
9/1/2020,Ohio,124610
3/19/2020,California,982
1/6/2021,New York,603543
11/21/2020,Nebraska,113029
11/18/2020,Maryland,174733
8/16/2020,New Mexico,23408
7/18/2020,Massachusetts,113238
3/4/2020,Wyoming,0
10/3/2020,Mississippi,100488
1/23/2021,Kentucky,344568
4/21/2020,Louisiana,24854
5/25/2020,,201372
4/16/2020,Washington,11152
10/25/2020,Iowa,115844
5/27/2020,Minnesota,22464
2/16/2020,Kentucky,0
3/5/2020,Oregon,3
12/7/2020,Oklahoma,205999
1/6/2021,Maryland,295874
8/31/2020,Connecticut,52879
4/27/2020,Minnesota,4181
12/19/2020,Pennsylvania,548489
11/21/2020,Arizona,295334
5/7/2020,Nebraska,7190
1/26/2020,Nebraska,0
4/22/2020,Idaho,1802
12/26/2020,Iowa,274406
5/2/2020,Indiana,19295
1/12/2021,Mississippi,243899
8/1/2020,Indiana,67122
8/5/2020,Connecticut,50225
1/5/2021,Pennsylvania,673915
4/7/2020,Michigan,18970
8/4/2020,Iowa,46045
1/2/2021,Massachusetts,377883
6/5/2020,Mississippi,16769
6/28/2020,New Mexico,11809
7/3/2020,Arkansas,22622
4/23/2020,Washington,12753
2/4/2020,,0
2/22/2020,Oregon,0
9/1/2020,Tennessee,156329
11/1/2020,,0
10/26/2020,Nevada,96178
11/26/2020,Ohio,382743
11/4/2020,Virginia,187203
8/15/2020,Washington,66885
12/29/2020,Idaho,138524
12/6/2020,South Carolina,232099
9/12/2020,South Carolina,129978
11/17/2020,Indiana,262207
2/14/2020,Texas,0
10/13/2020,Oregon,37780
4/13/2020,Indiana,8236
1/18/2021,Nevada,262794
11/6/2020,,272380
1/19/2021,,3
3/19/2020,Iowa,44
5/17/2020,Oregon,3623
1/29/2020,California,2
4/11/2020,,788
7/31/2020,Alabama,87867
5/3/2020,California,53616
5/10/2020,Tennessee,15060
9/24/2020,North Dakota,19885
12/22/2020,New York,479498
8/7/2020,,0
4/2/2020,Tennessee,2845
12/28/2020,West Virginia,81436
12/21/2020,South Carolina,275733
11/12/2020,Oregon,53879
8/27/2020,Wyoming,3722
7/15/2020,Oklahoma,21832
7/22/2020,Arkansas,35246
3/23/2020,Wyoming,26
9/17/2020,Illinois,270302
8/26/2020,Alabama,119254
8/25/2020,Arizona,199273
3/16/2020,Michigan,54
3/12/2020,Virginia,29
12/28/2020,Michigan,519876
3/5/2020,Oklahoma,0
7/18/2020,Indiana,55654
3/1/2020,Washington,11
2/22/2020,Idaho,0
11/7/2020,South Carolina,184742
2/22/2020,,0
7/25/2020,Nebraska,24395
9/29/2020,New York,214054
7/12/2020,West Virginia,4244
11/2/2020,Tennessee,264587
4/1/2020,,286
4/27/2020,,0
9/17/2020,Virginia,138702
10/24/2020,North Dakota,37719
6/12/2020,,5536
11/29/2020,Nevada,150527
12/28/2020,Illinois,942362
3/25/2020,Michigan,2294
10/23/2020,Indiana,157713
10/8/2020,Louisiana,173149
9/12/2020,Wyoming,4297
5/2/2020,Massachusetts,66263
3/15/2020,New York,400
7/19/2020,,223107
3/30/2020,Maryland,1660
7/9/2020,West Virginia,3826
8/17/2020,Minnesota,65716
10/23/2020,Washington,101345
1/28/2020,,0
9/5/2020,South Carolina,124289
7/29/2020,Wisconsin,54988
12/16/2020,Georgia,560619
9/19/2020,Illinois,275054
5/29/2020,Indiana,33558
6/18/2020,Louisiana,48634
7/2/2020,Texas,175977
1/23/2021,New Mexico,168579
9/29/2020,Minnesota,98447
10/13/2020,California,852406
3/12/2020,Alabama,0
12/5/2020,,4
7/24/2020,New York,187258
1/10/2021,Arkansas,255076
2/1/2020,Minnesota,0
10/30/2020,Maryland,145281
2/27/2020,Virginia,0
8/15/2020,New York,194985
12/28/2020,Georgia,636240
7/17/2020,Mississippi,40829
9/22/2020,North Dakota,18981
7/6/2020,Colorado,34257
12/29/2020,Michigan,523839
10/29/2020,,265105
1/28/2020,,0
1/19/2021,Connecticut,232219
11/27/2020,New York,323295
7/9/2020,Oklahoma,18036
3/8/2020,Washington,136
2/10/2020,Iowa,0
11/14/2020,,284235
3/27/2020,Virginia,604
10/4/2020,,0
2/18/2020,Maryland,0
10/12/2020,Nevada,86439
1/3/2021,New Mexico,146394
12/1/2020,Iowa,231439
11/15/2020,Nevada,120183
6/27/2020,Arkansas,19310
9/3/2020,California,717177
9/18/2020,Louisiana,161322
2/18/2020,,0
6/29/2020,Arizona,74533
5/19/2020,Oregon,3726
5/5/2020,Minnesota,7851
2/1/2020,Mississippi,0
9/17/2020,Minnesota,86722
2/3/2020,Colorado,0
10/31/2020,Indiana,179358
12/20/2020,Maryland,253073
11/30/2020,Florida,983370
11/14/2020,Massachusetts,190364
9/6/2020,Oregon,28044
12/19/2020,,4
4/9/2020,Michigan,21504
4/26/2020,South Carolina,5490
3/1/2020,Wyoming,0
2/29/2020,New Mexico,0
5/17/2020,Minnesota,16372
10/15/2020,,16166
10/28/2020,Rhode Island,31944
11/6/2020,South Dakota,52639
2/14/2020,,0
8/8/2020,Virgin Islands,528
11/17/2020,Delaware,29755
4/23/2020,,0
10/31/2020,Virgin Islands,1378
11/8/2020,Delaware,26603
8/1/2020,Maine,3958
3/28/2020,New Hampshire,214
6/7/2020,,0
4/22/2020,,138
7/14/2020,South Dakota,7572
7/12/2020,Delaware,12879
2/29/2020,,0
10/21/2020,South Dakota,35044
2/28/2020,Missouri,0
5/23/2020,North Carolina,22726
10/11/2020,,0
12/1/2020,Hawaii,17751
5/1/2020,Missouri,7835
12/31/2020,,7308
12/6/2020,Alaska,35720
8/31/2020,Kansas,42612
10/10/2020,Delaware,22130
12/15/2020,,0
11/3/2020,,96
7/2/2020,Hawaii,956
8/21/2020,Kansas,36856
11/27/2020,Kansas,153021
1/29/2020,Hawaii,0
6/23/2020,,0
1/5/2021,Utah,288951
1/13/2021,,128
4/24/2020,New Jersey,102196
5/15/2020,Kansas,7886
10/13/2020,New Jersey,221841
4/28/2020,Delaware,4655
4/17/2020,,0
10/16/2020,New Jersey,225188
8/15/2020,Montana,5659
3/13/2020,Virgin Islands,0
9/25/2020,,0
11/28/2020,Maine,11508
2/19/2020,Utah,0
1/17/2021,Missouri,437549
7/30/2020,Kansas,26870
9/27/2020,South Dakota,21541
2/6/2020,Utah,0
2/8/2020,,0
3/19/2020,,71
7/23/2020,,11571
2/16/2020,,0
11/29/2020,Virgin Islands,1544
10/9/2020,,0
9/21/2020,Rhode Island,23932
2/7/2020,Virgin Islands,0
3/1/2020,Maine,0
7/10/2020,Maine,3499
11/2/2020,Utah,117706
12/10/2020,Kansas,179803
5/31/2020,,0
10/13/2020,Maine,5816
10/2/2020,Delaware,21125
6/27/2020,Kansas,13538
5/19/2020,Alaska,399
4/19/2020,Hawaii,576
11/21/2020,Missouri,271527
4/29/2020,Delaware,4734
7/28/2020,,351
3/4/2020,Delaware,0
6/6/2020,South Dakota,5367
11/29/2020,Kansas,153021
5/29/2020,Virgin Islands,69
8/4/2020,,12398
2/18/2020,,0
1/22/2020,Vermont,0
10/27/2020,Virgin Islands,1351
10/4/2020,Vermont,1785
3/3/2020,,0
11/20/2020,New Hampshire,16797
6/12/2020,Missouri,15585
11/19/2020,,0
9/1/2020,Delaware,17535
4/4/2020,Rhode Island,806
3/13/2020,,0
6/12/2020,Alaska,625
11/19/2020,Hawaii,16677
2/6/2020,New Hampshire,0
8/24/2020,North Carolina,158678
5/10/2020,New Jersey,138609
8/9/2020,Hawaii,3608
2/28/2020,Maine,0
3/16/2020,,22
6/17/2020,Virgin Islands,73
7/18/2020,Vermont,1338
10/1/2020,Kansas,59749
9/27/2020,North Carolina,207380
10/7/2020,Missouri,135651
7/2/2020,Alaska,1017
9/19/2020,New Jersey,203737
9/29/2020,South Dakota,21997
9/22/2020,New Hampshire,7990
5/5/2020,,0
7/2/2020,,286
12/27/2020,Delaware,55057
8/3/2020,Maine,3975
10/27/2020,Maine,6387
11/19/2020,,19678
4/27/2020,New Jersey,111188
9/8/2020,Delaware,18308
11/27/2020,Virgin Islands,1538
4/10/2020,,0
3/28/2020,Kansas,261
1/27/2020,Rhode Island,0
3/15/2020,Rhode Island,21
7/30/2020,,42
9/27/2020,Kansas,56592
1/30/2020,,0
5/22/2020,,165
11/27/2020,South Dakota,78280
8/7/2020,North Carolina,134094
12/11/2020,Kansas,185294
3/9/2020,Alaska,0
10/25/2020,,0
10/24/2020,Utah,103117
11/3/2020,Montana,35159
7/29/2020,,0
11/11/2020,,0
10/13/2020,South Dakota,29339
9/23/2020,Rhode Island,24177
7/14/2020,Delaware,13050
11/11/2020,Alaska,20207
2/1/2020,Montana,0
8/4/2020,,389
9/29/2020,Maine,5391
1/5/2021,New Jersey,551419
8/4/2020,Missouri,54080
1/31/2020,Hawaii,0
9/11/2020,,0
6/8/2020,Hawaii,669
1/19/2021,Utah,326221
3/29/2020,,0
7/17/2020,,0
3/28/2020,Vermont,211
8/16/2020,Virgin Islands,741
1/6/2021,South Dakota,101684
3/7/2020,Utah,0
12/5/2020,North Carolina,388552
4/19/2020,North Carolina,6493
11/6/2020,Delaware,26258
1/18/2021,,1
11/16/2020,New Hampshire,15029
9/24/2020,Kansas,55226
9/29/2020,Missouri,124762
10/11/2020,New Jersey,220023
10/8/2020,Virgin Islands,1324
8/30/2020,Kansas,41048
6/2/2020,,0
6/26/2020,Virgin Islands,81
1/9/2021,Missouri,420583
11/8/2020,Missouri,209197
1/28/2020,Missouri,0
6/2/2020,,177
12/10/2020,Vermont,5413
1/27/2020,Montana,0
3/24/2020,New Hampshire,108
7/10/2020,New Jersey,176015
3/21/2020,Maine,70
10/21/2020,,88
1/1/2021,Alaska,45461
10/6/2020,,75
6/15/2020,North Carolina,45107
11/5/2020,Delaware,25753
12/3/2020,Alaska,33291
1/18/2021,Alaska,50447
11/14/2020,Virgin Islands,1434
6/29/2020,Montana,967
11/24/2020,,104
6/27/2020,Alaska,854
3/1/2020,Virgin Islands,0
6/22/2020,Rhode Island,16459
6/3/2020,Missouri,13767
4/6/2020,Missouri,2722
7/5/2020,New Hampshire,5897
5/1/2020,Hawaii,607
1/15/2021,Vermont,9734
11/16/2020,Rhode Island,43923
10/26/2020,Rhode Island,31024
3/25/2020,Utah,346
6/18/2020,,30
1/29/2020,Utah,0
3/9/2020,Utah,1
11/7/2020,,0
11/19/2020,,0
6/4/2020,North Carolina,31968
8/10/2020,Virgin Islands,576
1/14/2021,Delaware,68065
1/15/2021,Maine,33219
8/3/2020,South Dakota,9020
7/10/2020,Montana,1593
7/27/2020,Missouri,43050
7/10/2020,Alaska,1323
1/28/2020,Montana,0
7/14/2020,Utah,31196
1/24/2020,Montana,0
11/11/2020,New Hampshire,13148
8/4/2020,Delaware,15296
12/9/2020,,113
1/24/2021,Rhode Island,109735
1/2/2021,Utah,281654
9/8/2020,Rhode Island,22592
11/26/2020,Kansas,147797
8/6/2020,Rhode Island,19611
10/15/2020,New Jersey,224145
1/25/2021,Rhode Island,111754
9/4/2020,North Carolina,177346
3/7/2020,New Hampshire,2
7/22/2020,,332
7/18/2020,New Hampshire,6188
11/24/2020,Montana,57504
6/21/2020,Delaware,10822
6/19/2020,New Hampshire,5450
7/15/2020,North Carolina,91563
4/6/2020,New Jersey,41090
3/31/2020,,0
4/2/2020,New Jersey,25590
9/12/2020,,0
2/21/2020,,0
7/4/2020,,10447
6/23/2020,New Jersey,170232
10/16/2020,Maine,5902
8/9/2020,Alaska,3711
10/8/2020,Utah,81947
6/3/2020,Delaware,9746
11/12/2020,Maine,8639
4/4/2020,,93
4/26/2020,Hawaii,597
7/21/2020,,38
5/16/2020,Hawaii,629
7/27/2020,Kansas,26172
6/17/2020,Hawaii,750
3/15/2020,New Jersey,98
1/28/2020,,0
3/15/2020,,0
8/27/2020,Rhode Island,21589
3/31/2020,Delaware,319
11/19/2020,South Dakota,69742
7/23/2020,South Dakota,8143
8/10/2020,Alaska,3775
9/10/2020,Montana,8663
5/14/2020,Kansas,7468
3/8/2020,,0
4/28/2020,New Jersey,113857
4/11/2020,New Hampshire,929
11/14/2020,North Carolina,309118
12/1/2020,South Dakota,80912
9/24/2020,Rhode Island,24311
11/26/2020,New Hampshire,18776
12/23/2020,Hawaii,20184
10/21/2020,Kansas,74456
11/28/2020,New Hampshire,20002
8/26/2020,,0
4/23/2020,,14
11/18/2020,Hawaii,16577
9/2/2020,New Hampshire,7309
2/7/2020,Missouri,0
11/5/2020,South Dakota,51151
9/19/2020,Maine,5079
9/18/2020,North Carolina,195015
11/15/2020,,0
9/22/2020,North Carolina,199701
3/27/2020,Missouri,670
9/29/2020,Alaska,7721
6/12/2020,,182
11/30/2020,South Dakota,80464
4/16/2020,Hawaii,544
2/4/2020,Maine,0
5/25/2020,New Jersey,155376
7/26/2020,,346
10/14/2020,,0
7/16/2020,Missouri,30422
10/15/2020,Missouri,150554
10/21/2020,North Carolina,250592
12/2/2020,Rhode Island,59005
3/26/2020,,0
4/12/2020,Missouri,4160
1/21/2021,Montana,90649
4/4/2020,,0
10/4/2020,,15519
3/8/2020,Montana,0
5/13/2020,Utah,6675
12/27/2020,Alaska,44280
12/13/2020,,113
7/13/2020,,33
11/3/2020,,17524
5/25/2020,South Dakota,4586
12/15/2020,South Dakota,91699
10/12/2020,New Jersey,220650
10/6/2020,Virgin Islands,1321
2/1/2020,Hawaii,0
3/27/2020,Hawaii,171
2/25/2020,Delaware,0
7/16/2020,Virgin Islands,263
3/1/2020,Delaware,0
8/10/2020,New Hampshire,6840
3/18/2020,Virgin Islands,3
7/1/2020,South Dakota,6826
5/4/2020,,5170
7/10/2020,New Hampshire,5991
7/27/2020,New Jersey,181933
4/15/2020,Rhode Island,3529
8/13/2020,Missouri,63797
3/3/2020,South Dakota,0
7/12/2020,Virgin Islands,181
8/10/2020,South Dakota,9663
2/5/2020,Virgin Islands,0
2/15/2020,Rhode Island,0
1/15/2021,New Jersey,616032
9/10/2020,Missouri,97591
6/1/2020,New Hampshire,4685
10/24/2020,North Carolina,258292
3/18/2020,Kansas,21
3/9/2020,Hawaii,2
11/17/2020,,0
8/7/2020,,0
10/21/2020,,0
6/26/2020,Hawaii,855
9/15/2020,New Jersey,201616
2/24/2020,Missouri,0
12/28/2020,New Hampshire,41670
2/17/2020,Montana,0
1/20/2021,,0
5/5/2020,Rhode Island,9933
9/12/2020,Virgin Islands,1220
1/1/2021,Utah,279722
12/24/2020,Utah,260589
8/4/2020,Vermont,1431
4/2/2020,New Hampshire,479
4/20/2020,Hawaii,578
2/14/2020,Missouri,0
12/11/2020,North Carolina,423623
2/5/2020,Vermont,0
11/12/2020,Delaware,27546
9/7/2020,Missouri,94340
11/24/2020,,0
5/2/2020,South Dakota,2588
2/28/2020,Delaware,0
1/20/2021,Hawaii,23967
1/6/2021,North Carolina,582348
10/14/2020,,77
4/2/2020,Alaska,147
9/24/2020,,0
9/17/2020,Utah,61631
9/9/2020,Vermont,1661
11/23/2020,Virgin Islands,1507
2/21/2020,Utah,0
4/13/2020,,0
5/21/2020,Vermont,950
6/26/2020,,0
2/17/2020,Missouri,0
9/27/2020,Missouri,123406
4/6/2020,Virgin Islands,43
9/30/2020,Maine,5431
3/21/2020,Vermont,49
3/29/2020,Maine,253
12/15/2020,Utah,237787
12/25/2020,North Carolina,508559
9/28/2020,Montana,12413
5/14/2020,Alaska,387
12/29/2020,North Carolina,524279
3/13/2020,,0
2/13/2020,Vermont,0
5/9/2020,Missouri,9666
4/14/2020,Vermont,750
10/31/2020,Vermont,2157
11/20/2020,Montana,53293
10/1/2020,New Jersey,211299
7/25/2020,Montana,3342
4/27/2020,Utah,4307
3/22/2020,Rhode Island,97
4/29/2020,Kansas,3738
4/30/2020,,14
3/16/2020,Alaska,1
8/31/2020,Rhode Island,21949
6/30/2020,Maine,3294
4/13/2020,New Hampshire,1020
8/29/2020,Virgin Islands,1129
7/22/2020,Maine,3737
11/19/2020,Utah,165996
5/25/2020,Maine,2109
8/11/2020,Missouri,60935
7/31/2020,,12126
3/21/2020,Missouri,90
9/3/2020,Delaware,17752
12/20/2020,Vermont,6443
2/12/2020,Missouri,0
5/17/2020,,0
9/13/2020,New Hampshire,7696
5/25/2020,Alaska,409
6/21/2020,New Jersey,169889
9/29/2020,Delaware,20531
12/4/2020,New Hampshire,23690
12/29/2020,Rhode Island,86789
12/8/2020,,0
1/8/2021,Alaska,48063
2/11/2020,,0
2/18/2020,New Jersey,0
5/22/2020,North Carolina,21619
1/22/2020,,0
1/30/2020,Montana,0
9/26/2020,,0
4/28/2020,,0
9/1/2020,Rhode Island,22002
5/15/2020,,154
11/15/2020,New Jersey,300067
6/17/2020,Missouri,16625
7/20/2020,,0
7/21/2020,Virgin Islands,308
5/20/2020,,22
8/9/2020,,12753
6/25/2020,Maine,3070
11/15/2020,Alaska,22662
7/28/2020,Maine,3866
5/6/2020,Utah,5595
9/10/2020,Maine,4792
1/30/2020,,0
12/18/2020,,0
7/9/2020,New Jersey,175621
6/12/2020,Rhode Island,15947
8/4/2020,New Hampshire,6693
4/18/2020,Delaware,2538
5/2/2020,,0
2/12/2020,Montana,0
6/21/2020,Vermont,1159
11/21/2020,South Dakota,72214
5/13/2020,Virgin Islands,69
3/31/2020,Vermont,293
12/9/2020,North Carolina,410527
12/5/2020,Utah,212844
12/7/2020,,0
6/25/2020,,0
5/10/2020,Maine,1457
1/8/2021,Montana,85568
9/29/2020,,15300
12/22/2020,Rhode Island,81187
4/27/2020,,3892
5/8/2020,Alaska,377
3/12/2020,North Carolina,11
7/4/2020,Kansas,15919
10/11/2020,Rhode Island,26294
10/17/2020,,16334
5/19/2020,South Dakota,4085
7/24/2020,Hawaii,1591
1/23/2020,,0
11/20/2020,Virgin Islands,1482
4/7/2020,North Carolina,3221
2/12/2020,Rhode Island,0
1/23/2020,,0
4/11/2020,Kansas,1279
12/3/2020,Delaware,37456
12/9/2020,Virgin Islands,1733
1/11/2021,Virgin Islands,2166
1/9/2021,Kansas,242322
8/18/2020,New Hampshire,7017
8/11/2020,,449
9/6/2020,Kansas,45220
2/17/2020,North Carolina,0
2/26/2020,North Carolina,0
12/4/2020,,106
2/28/2020,New Hampshire,0
7/3/2020,,0
2/21/2020,Hawaii,0
10/15/2020,North Carolina,238939
3/26/2020,,47
6/14/2020,Missouri,15810
8/14/2020,,502
9/3/2020,New Hampshire,7347
12/12/2020,South Dakota,90407
10/14/2020,Missouri,148679
3/17/2020,Kansas,16
4/8/2020,,0
7/7/2020,Virgin Islands,122
5/17/2020,Hawaii,629
7/1/2020,Delaware,11739
9/16/2020,North Carolina,191879
5/16/2020,New Jersey,145247
12/27/2020,Montana,79780
5/23/2020,Hawaii,636
5/27/2020,,22
11/30/2020,Missouri,299762
11/11/2020,Hawaii,16077
8/18/2020,Vermont,1530
11/14/2020,Kansas,115507
7/15/2020,Hawaii,1286
5/14/2020,New Hampshire,3382
5/2/2020,Delaware,5038
9/4/2020,Missouri,90215
8/8/2020,North Carolina,136081
8/15/2020,,0
6/8/2020,North Carolina,36486
2/16/2020,New Hampshire,0
1/25/2020,New Jersey,0
8/7/2020,Maine,4026
5/14/2020,North Carolina,16507
8/3/2020,,46
11/20/2020,,19808
1/28/2020,Maine,0
10/13/2020,Rhode Island,26960
10/25/2020,Maine,6254
9/18/2020,New Jersey,203239
9/16/2020,Utah,60769
6/17/2020,,0
7/29/2020,New Hampshire,6513
9/2/2020,New Jersey,196189
3/28/2020,North Carolina,935
10/19/2020,,16395
1/14/2021,South Dakota,104512
1/27/2020,Maine,0
2/21/2020,South Dakota,0
7/17/2020,Kansas,21965
6/11/2020,,0
10/4/2020,Virgin Islands,1327
8/17/2020,Missouri,68623
7/23/2020,Montana,3037
3/1/2020,Kansas,0
2/1/2020,,0
3/19/2020,North Carolina,97
7/20/2020,Vermont,1360
3/22/2020,Virgin Islands,17
1/11/2021,Alaska,48797
3/23/2020,Montana,37
9/18/2020,Kansas,52285
7/23/2020,,0
3/10/2020,Hawaii,2
5/2/2020,,4797
7/24/2020,Delaware,14202
1/24/2020,New Jersey,0
8/22/2020,North Carolina,155799
7/7/2020,Hawaii,1075
3/11/2020,,0
7/13/2020,Rhode Island,17487
12/10/2020,Hawaii,18586
6/4/2020,Maine,2446
6/20/2020,Alaska,743
12/19/2020,Kansas,200426
7/12/2020,North Carolina,85910
8/21/2020,Montana,6216
8/1/2020,Hawaii,2217
7/7/2020,,10569
8/28/2020,Montana,7063
7/21/2020,New Hampshire,6262
9/28/2020,New Jersey,209206
12/4/2020,Alaska,34041
10/27/2020,Montana,29346
8/20/2020,Hawaii,6048
9/16/2020,New Hampshire,7780
4/4/2020,Kansas,698
1/5/2021,Vermont,8038
10/4/2020,North Carolina,217496
7/9/2020,North Carolina,79527
7/25/2020,,11717
1/15/2021,South Dakota,104937
7/6/2020,,10515
5/7/2020,Kansas,6144
4/15/2020,North Carolina,5123
1/6/2021,New Jersey,557267
9/18/2020,New Hampshire,7861
7/31/2020,Maine,3937
3/6/2020,Alaska,0
2/4/2020,New Hampshire,0
11/20/2020,Vermont,3458
9/11/2020,Alaska,6113
2/22/2020,Alaska,0
4/22/2020,Rhode Island,6012
2/23/2020,Vermont,0
4/28/2020,,145
3/30/2020,Montana,184
9/22/2020,Hawaii,11654
6/10/2020,New Jersey,165870
4/15/2020,,0
1/23/2021,Hawaii,24328
7/23/2020,Kansas,24104
9/6/2020,Montana,8264
4/5/2020,Maine,470
4/30/2020,Hawaii,607
10/29/2020,,17074
6/20/2020,North Carolina,51399
7/19/2020,Rhode Island,17793
8/25/2020,Missouri,76636
12/7/2020,,0
3/10/2020,Maine,0
12/10/2020,South Dakota,88727
3/11/2020,North Carolina,7
11/22/2020,Hawaii,17039
1/6/2021,Virgin Islands,2106
11/9/2020,Vermont,2415
3/31/2020,Utah,934
12/3/2020,,0
12/14/2020,Maine,16744
5/27/2020,Rhode Island,14353
6/24/2020,South Dakota,6419
1/28/2020,North Carolina,0
2/9/2020,Utah,0
6/19/2020,Rhode Island,16337
3/10/2020,,0
9/27/2020,Virgin Islands,1317
10/16/2020,,86
9/25/2020,,15163
4/11/2020,Montana,377
1/3/2021,,0
12/28/2020,Montana,79999
3/13/2020,Delaware,5
10/28/2020,Utah,108803
10/8/2020,Hawaii,13110
10/21/2020,,0
9/14/2020,New Jersey,201124
8/26/2020,Kansas,39937
8/13/2020,Utah,46155
3/28/2020,,0
10/7/2020,Kansas,63952
8/19/2020,New Hampshire,7036
7/1/2020,,30
6/30/2020,South Dakota,6764
12/6/2020,Maine,13774
1/23/2020,Utah,0
7/16/2020,South Dakota,7694
7/9/2020,Hawaii,1136
6/9/2020,,0
1/18/2021,Vermont,10220
8/12/2020,,477
